source,target
janvantriest2,BartMaes16
ClaudeDecoux,ZwartePiet_be
ClaudeDecoux,Mathieu___L
ClaudeDecoux,vaesen_roland
ClaudeDecoux,EricNaulleau
chickeninbasket,petervlemmix
waaromnuzo,Roshandra2013
waaromnuzo,AvanStraaten
waaromnuzo,AvanStraaten
CiskevanDaal,dubbelooo
CiskevanDaal,Verwardwezen
GuideinHolland,MaxTheDragon
GuideinHolland,TheRealDonInigo
MaxTheDragon,TheRealDonInigo
MaxTheDragon,GuideinHolland
simonvenekamper,Verwardwezen
Marclief,verfben
MaxTheDragon,TheRealDonInigo
MaxTheDragon,GuideinHolland
C_e_e_s_,Paradijsvogel2
C_e_e_s_,rallyjef2
C_e_e_s_,Jeltjeb
TheRealDonInigo,MaxTheDragon
TheRealDonInigo,GuideinHolland
GroenRECHTS10,PolitiekBIJ1
corvanes1950,geertwilderspvv
PENSIONADO_,SylvanaBIJ1
heinsjohn,TheRebelThePoet
MarcelVelner,De_Stentor
19Silverfox08,Tark_Hork
19Silverfox08,rene292929
19Silverfox08,geertwilderspvv
Izzy6754,RafikTujico
Izzy6754,mrsMargreth
Izzy6754,sonnyspek
Izzy6754,rblommestijn
MalayaSingapore,EuropeanPan
Marlon_93_D,mschipperheyn
Marlon_93_D,henktoepoer
ZwartePiet_be,ClaudeDecoux
ZwartePiet_be,Mathieu___L
ZwartePiet_be,vaesen_roland
ZwartePiet_be,EricNaulleau
HaskoD,ADnl
elgopher1,ADnl
VirtusAdPopulum,ZatharoZ
VirtusAdPopulum,brianidoe
VirtusAdPopulum,JoostNiemoller
youngforever55,HartvNL
VisserJack,BartNijman
VisserJack,teunvoeten
VisserJack,NLCleanser
VisserJack,geenstijl
Spraydude,BartNijman
Nilliz81,Lottevandelind1
Nilliz81,elsmichielsen
Nilliz81,rallyjef2
Ricardo08179846,telegraaf
rick_tweets,insensibIe
ZatharoZ,brianidoe
ZatharoZ,anti_nazibeleid
ZatharoZ,JoostNiemoller
ZwartePiet_be,patboc50
ZwartePiet_be,jbcool44
ZwartePiet_be,Mathieu___L
ZwartePiet_be,vaesen_roland
ZwartePiet_be,EricNaulleau
insensibIe,rick_tweets
bugno161265,destandaard
Jane_Enteni,NickBlunt10
Jane_Enteni,HanSchaeffer9
Jane_Enteni,telegraaf
HelgaTuik,Orangeazahar
patboc50,ZwartePiet_be
patboc50,jbcool44
Ouderwets12,GrootKo
Ouderwets12,TPOnl
RitaZon,1Kaatje
RitaZon,sarcasmoloog
RitaZon,DefanoHolwijn
RemcoV12,AnnemarieGelder
Pwillemsen2,AFCACBS020XXX
Pwillemsen2,decorateurtje
Overmars12,MscBurger
Overmars12,elly_broekstra
Overmars12,geertwilderspvv
ZwartePiet_be,Monpsyvite
ZwartePiet_be,the_real_jerome
ZwartePiet_be,the_real_jerome
ZwartePiet_be,BastianGenicot
bousjack,BartNijman
oudepostduif,Orangeazahar
toine1,Evie_Dreacken
Carol68122351,teunvoeten
Carol68122351,NLCleanser
Carol68122351,BartNijman
Carol68122351,geenstijl
Kniepp1,PolitiekBIJ1
Kniepp1,kozwartepiet
HelgaTuik,VergeetMe
EScherder1,JustAnoniem
EScherder1,Nomel___7
EScherder1,ADnl
gerard_catsburg,kozwartepiet
floydseymour,fmeeus1
bordewolf,ShashiRoopram
NuChTeReNoOrDe1,SylvanaBIJ1
carlclausw,PolitiekBIJ1
PaulVwaard,BartNijman
ZwartePiet_be,jbcool44
ZwartePiet_be,patboc50
Jan_Verbeek_,helpdeskert
GeestKritische,DonArturito
GeestKritische,peggybvd
AadBrinkman,CornelisFranke
henkmenkveld,JoostNiemoller
CorGeerts,SylvanaBIJ1
Tijnpetje,markmuller75
Tijnpetje,TheRebelThePoet
SpijkerAnita,Doorbraakeu
SpijkerAnita,sander_tweets
SpijkerAnita,kozwartepiet
Maurice_Rossem,trouw
WMPost,BartNijman
WMPost,ferdgrapperhaus
WMPost,Het_OM
WMPost,NCTV_NL
WMPost,AIVD
WizzardOx,VrouwvdVrijheid
WizzardOx,harmbeertema
WizzardOx,NOS
WizzardOx,op1npo
Arvia_T,BartNijman
Tijnpetje,TheRebelThePoet
fgeerlings,teunvoeten
fgeerlings,NLCleanser
fgeerlings,BartNijman
fgeerlings,geenstijl
someren9,rereneetje
RagingBull012,VrouwvdVrijheid
RagingBull012,harmbeertema
Bespired,Arnopeperkoorn
Bespired,telegraaf
Denkjewel,BartNijman
Denkjewel,teunvoeten
Denkjewel,NLCleanser
Denkjewel,geenstijl
LodewykInnovate,AnnemarieGelder
verbeekjca,ShashiRoopram
handigeharry121,GeertNoels
zorgmarktde,MathijsvdSande
WizzardOx,Kijkverder1
WizzardOx,BLIKOPENER333
WizzardOx,J41963735
WizzardOx,MuzZ11_
WizzardOx,rinsjan
WizzardOx,LidwienNews
fotopeter31,erikstronks
fotopeter31,SylvanaBIJ1
SterkVest,HammersteinO
SterkVest,HammersteinO
SterkVest,HammersteinO
MariskaKolk,TottyZloty
MariskaKolk,SintSonja
MariskaKolk,peggybvd
MariskaKolk,michell_koopman
Jane_Enteni,LindaGwiza
ReneeKirkenier,BartNijman
martha7800,NadiaBouras
WizzardOx,FvdMosselaar
WizzardOx,Orangeazahar
kroon125,HartvNL
SkanderbeuK,snackbarsmily69
HenkJKwant,AnnemarieGelder
YesOpstand,MiesW
YesOpstand,Brancie
YesOpstand,liesbethvdveen
YesOpstand,NHNieuws
Wimperdepim,sander_tweets
Peterheems,NOS
Tevers47,MERuijtenberg
Morpheusz5,kozwartepiet
ArchieRM20,HenriVerhees
ArchieRM20,EDT83651904
ArchieRM20,erikpjverweij
StefVonSexron,Nick_VdBossche
VOnrecht,gertjansegers
VOnrecht,geertwilderspvv
carenzalarue,Witty966
JJachthuizen,PKruyt
JJachthuizen,PolitiekBIJ1
JJachthuizen,kozwartepiet
VirtusAdPopulum,brianidoe
VirtusAdPopulum,ZatharoZ
VirtusAdPopulum,JoostNiemoller
MrDucati1,WybrenvanHaga
Morpheusz5,erikpjverweij
brianidoe,anti_nazibeleid
brianidoe,ZatharoZ
brianidoe,JoostNiemoller
Pieterscheffer,AnnemarieGelder
PRh96075146,thombeukers
Bob11632898Bob,JoostNiemoller
brianidoe,ZatharoZ
brianidoe,anti_nazibeleid
brianidoe,JoostNiemoller
lieve92424321,rereneetje
lieve92424321,MarinaDH070
TheBoat11924852,AIVD
TheBoat11924852,PolitieLE
TheBoat11924852,ministerieJenV
fotopeter31,kozwartepiet
fotopeter31,MathurinKev
fotopeter31,fabel31577
fotopeter31,kozwartepiet
AnnemarieGelder,YPotjer
TonThonhny,SylvanaBIJ1
rabreunesse,nultaluli
rabreunesse,MscBurger
rabreunesse,geertwilderspvv
mabo1949,moeva18
mabo1949,Politie
GVDB58520186,ADnl
blabl33,MscBurger
blabl33,geertwilderspvv
MolenaarAnnet,erikpjverweij
Timdalton46,TheRebelThePoet
VirtusAdPopulum,brianidoe
VirtusAdPopulum,ZatharoZ
VirtusAdPopulum,JoostNiemoller
PtPettel,ARnewsNL
voor_vrijheid,HaraldDutch
voor_vrijheid,DongaMaurits
voor_vrijheid,Pepetinkersimba
voor_vrijheid,straatmanager
voor_vrijheid,albertheijn
keesjuhhhh,HartvNL
ekkeree,maartenbakkerch
ekkeree,ADnl
AntiVolgers,PolitiekBIJ1
Hardgras1,dijkshoorn
Hardgras1,SusevanKleef
MarioPrimo,volkskrant
ReneeKirkenier,FvdMosselaar
ReneeKirkenier,HartvNL
Vivaldinr1,Kijkverder1
Vivaldinr1,BLIKOPENER333
Vivaldinr1,J41963735
Vivaldinr1,MuzZ11_
Vivaldinr1,rinsjan
Vivaldinr1,LidwienNews
nultaluli,MscBurger
nultaluli,geertwilderspvv
bolospitse50,Doorbraakeu
satefuta,LavieJanRoos
satefuta,DonPelayu
woutschaap,PolitiekBIJ1
woutschaap,PolitiekBIJ1
woutschaap,TheRebelThePoet
woutschaap,PolitiekBIJ1
woutschaap,TheRebelThePoet
REALLIF29384255,AnnemarieGelder
Freerider692,FeyeNody
Freerider692,DeGeneraal_NL
Freerider692,TheRebelThePoet
DontBeLike2020,kozwartepiet
SilvanoLegend14,geertwilderspvv
marcjacobs88,MathurinKev
marcjacobs88,kozwartepiet
marcjacobs88,fabel31577
jackinthebox50,JaapBeetstra
jackinthebox50,karenv640
jackinthebox50,erikpjverweij
TheDutch_Dude83,HartvNL
TheDutch_Dude83,Politie
YesOpstand,Harrie_Ates
YesOpstand,Volendam2021
YesOpstand,kozwartepiet
marcjacobs88,kozwartepiet
marcjacobs88,TheRebelThePoet
amsterdam_my,geertwilderspvv
MarcKok1972,DieTukkerfries
p_joger,seadanourhussen
p_joger,Politie
Agnescmv,HammersteinO
p_joger,kozwartepiet
p_joger,SylvanaBIJ1
p_joger,PolitiekBIJ1
p_joger,TheRebelThePoet
VulpoKastelo,Zorba68
VulpoKastelo,PrinceOfTheAbys
VulpoKastelo,rkemp59
Cat_Gaming_,fredvgils
Cat_Gaming_,MoniquevZw
Cat_Gaming_,DeGeneraal_NL
Polak1Van,RenMid
Peter70609,StegerhoekG
Kniepp1,rereneetje
Kniepp1,kozwartepiet
p_joger,kozwartepiet
p_joger,kozwartepiet
Bij88941056,GrootKo
Bij88941056,TPOnl
ben_zat,WoutJohan
p_joger,rereneetje
p_joger,kozwartepiet
bwgveer,LauraBromet
Riffter7,geertwilderspvv
dwfotografie,1970_R_Mat
vettehenk64,Doorbraakeu
vettehenk64,kozwartepiet
p_joger,rereneetje
p_joger,kozwartepiet
Kniepp1,kozwartepiet
SUGenocide,lodenaken
SUGenocide,marxismemax
SUGenocide,LAMBIK_
bane705,erikpjverweij
bane705,ShashiRoopram
Morpheusz5,kilianhekhuis
Morpheusz5,sander_tweets
p_joger,MathurinKev
p_joger,kozwartepiet
p_joger,fabel31577
Edinho18402917,AstrasNico
Edinho18402917,Jes22857720
Edinho18402917,RebekkaTimmer
GJLoempie,FvdMosselaar
WeLaidback,stateIessmen
Harrie_Ates,NickDoevendans
Harrie_Ates,kozwartepiet
hoopvoller,erikpjverweij
hoopvoller,ShashiRoopram
hoopvoller,KOZP
jaken69261993,kozwartepiet
jaken69261993,TheRebelThePoet
Harrie_Ates,Volendam2021
Harrie_Ates,kozwartepiet
ZatharoZ,MayaPapaya____
ZatharoZ,JMHBos
ZatharoZ,PatriciaFoort
janstrik52,FvdMosselaar
janstrik52,d66
janstrik52,groenlinks
janstrik52,PvdA
janstrik52,PolitiekBIJ1
henk382,ReinderH
henk382,FrontaalNaakt
Harrie_Ates,Lizy_en_ik
Harrie_Ates,kozwartepiet
Harrie_Ates,TheRebelThePoet
ZatharoZ,MayaPapaya____
ZatharoZ,JMHBos
ZatharoZ,PatriciaFoort
Vrouwenpagina,vice
FritstenHove,Stoorzendert
FritstenHove,mevrouw_Judith
Stoorzendert,mevrouw_Judith
Stoorzendert,FritstenHove
Harrie_Ates,kozwartepiet
Harrie_Ates,TheRebelThePoet
ZatharoZ,brianidoe
ZatharoZ,anti_nazibeleid
ZatharoZ,JoostNiemoller
nilliskuh,HammersteinO
stadhouder,jacobineop2
stadhouder,TBorsten
stadhouder,leonijansen
stadhouder,IzalineCalister
Addaboubou,Happy_Jantje
Addaboubou,PolitiekBIJ1
NickBlunt10,MinPres
NickBlunt10,geertwilderspvv
NickBlunt10,fvdemocratie
jmjdewinter,AnnemarieGelder
jvbnee,HartvNL
Stoorzendert,FritstenHove
Stoorzendert,mevrouw_Judith
toetsenbordrid2,FvdMosselaar
TheAllSeeing4,AnnemarieGelder
jaccobezuijen,HartvNL
telkampkh,Orangeazahar
GoLowArvelo,jesseklaver
OmExanpv,JennyMarley80
OmExanpv,NHNieuws
FritstenHove,mevrouw_Judith
FritstenHove,Stoorzendert
Benjami60399854,HartvNL
lampenstein,AnnemarieGelder
FermeMarcel,AnnemarieGelder
FermeMarcel,ADnl
Bij88941056,NickBlunt10
Heppiemen,erikpjverweij
OmExanpv,liesbethvdveen
OmExanpv,NHNieuws
GershonOsnabru1,SylvanaBIJ1
CeesCamaro,TheRebelThePoet
benno_rice,moeva18
Ingrid57878695,ADnl
CeesCamaro,erikpjverweij
CeesCamaro,ShashiRoopram
Enjoylifexoxo83,JanSmit
gewoondoorgaan2,Volger66082047
gewoondoorgaan2,erikpjverweij
gewoondoorgaan2,SvensTweet
MathurinKev,fabel31577
MathurinKev,kozwartepiet
ShirleySchreud2,HartvNL
ch_chrisjan,FvdMosselaar
CryptoDude1234,AntoineSpeaker
CryptoDude1234,kozwartepiet
MathurinKev,erikpjverweij
MathurinKev,kozwartepiet
MathurinKev,FalcoVeen
MathurinKev,erikpjverweij
Johngoldwing1,ADnl
Thierry12436807,kozwartepiet
EDT83651904,ArchieRM20
EDT83651904,HenriVerhees
EDT83651904,erikpjverweij
willyweethet,TuijnmanJasper
willyweethet,MyrtheHilkens
MarioPrimo,PietKonings
MarioPrimo,vissermc76
MarioPrimo,TheoMocking
MarioPrimo,SanderSchimmelp
MarioPrimo,jesseklaver
nietvolgbaar,PolitiekBIJ1
nietvolgbaar,RebekkaTimmer
Lerac57,ErwinWinterswyk
gewoondoorgaan2,VanFlephoven
gewoondoorgaan2,JustAnoniem
gewoondoorgaan2,Eliesje3
gewoondoorgaan2,ADnl
schilderliesbe1,erikpjverweij
schilderliesbe1,ShashiRoopram
Lerac57,macbethertje
Lerac57,erbenwennemars
HenriVerhees,ArchieRM20
HenriVerhees,EDT83651904
HenriVerhees,erikpjverweij
oldnoskool,frankgrauzone
oldnoskool,esthervalent
oldnoskool,MarjaThetulip
oldnoskool,SylvanaBIJ1
gewoondoorgaan2,choukouloe
gewoondoorgaan2,JustAnoniem
gewoondoorgaan2,ADnl
limbo1966,jesseklaver
JethroMolenaar,esthervalent
JethroMolenaar,SylvanaBIJ1
Lo_Wi2000,ShashiRoopram
FiliaVeritas,MennoHofman
FiliaVeritas,GerVerhoeven89
FiliaVeritas,ReneeKirkenier
DirkJan21,HartvNL
FiliaVeritas,MennoHofman
FiliaVeritas,ReneeKirkenier
FiliaVeritas,GerVerhoeven89
Harrie55768285,HartvNL
ZeepSop,fiebontekoe
fiebontekoe,ShashiRoopram
RichardFellin15,ADnl
JethroMolenaar,esthervalent
JethroMolenaar,SylvanaBIJ1
ZeepSop,dereijke87
ZeepSop,Henry12520
ZeepSop,ed48nl
ZeepSop,PatriciaFoort
RoelVanDerWal1,LauraBromet
FiliaVeritas,killrdevil
FiliaVeritas,WhiteangelBe
FiliaVeritas,HartvNL
TomHorn_1,SylvanaBIJ1
Alewyn16,Ac98370916
Alewyn16,SylvanaBIJ1
terreurkabinet,SylvanaBIJ1
RichardFellin15,henkbres
Rob00110,PolitiekBIJ1
Rob00110,PolitiekBIJ1
funboyxxl,HartvNL
willyweethet,kozwartepiet
JethroMolenaar,esthervalent
JethroMolenaar,SylvanaBIJ1
dereijke87,Henry12520
dereijke87,ed48nl
dereijke87,PatriciaFoort
Hvnijsinfo,Kijkverder1
Hvnijsinfo,BLIKOPENER333
Hvnijsinfo,J41963735
Hvnijsinfo,MuzZ11_
Hvnijsinfo,rinsjan
Hvnijsinfo,LidwienNews
1970_R_Mat,Brabander1976
ZeepSop,erikpjverweij
ZeepSop,ShashiRoopram
nietvolgbaar,RebekkaTimmer
nietvolgbaar,SylvanaBIJ1
ReitsLydia,erikpjverweij
ReitsLydia,ingrid_kok
ReitsLydia,ShashiRoopram
MarioPrimo,PietKonings
MarioPrimo,vissermc76
MarioPrimo,TheoMocking
MarioPrimo,SanderSchimmelp
Franklebankle,jvanamsterdam
ArchieRM20,HenriVerhees
ArchieRM20,EDT83651904
ArchieRM20,erikpjverweij
bongers48,FvdMosselaar
Rosinant_,baldsarcasm
Rosinant_,Hannesz1956
killrdevil,FiliaVeritas
killrdevil,WhiteangelBe
killrdevil,HartvNL
gmiddelbeek,Doorbraakeu
Stevenotus,T888T77
Stevenotus,HartvNL
Elmundowave,Doorbraakeu
Elmundowave,kozwartepiet
nietvolgbaar,jan_dobber
nietvolgbaar,MarkRotterdam
nietvolgbaar,Joanna__rd
nietvolgbaar,RebekkaTimmer
Penetrator2021,RealPlagueDoct
LLulkoek,HartvNL
justkiddin1981,GroenEnRood
justkiddin1981,kozwartepiet
justkiddin1981,StemopeenVrouw
D10011980,ADnl
HolgerD7,moeva18
HolgerD7,MvenAa
HolgerD7,Politie
Tante_Essie,B_renda
ShelterFrom,vlbelang
ShelterFrom,bol_com
ShelterFrom,Google
ShelterFrom,Filip_Bru
verbeekjca,Hiker4001
HJEbbelink,AnnemarieGelder
donutj54,HartvNL
IckxsI,kozwartepiet
IckxsI,TheRebelThePoet
IckxsI,kozwartepiet
IckxsI,TheRebelThePoet
Benjamin___Ben,erikpjverweij
F_r_e_n_k_i_e,Orangeazahar
F_r_e_n_k_i_e,shvdveen
harryfmik,henkbres
harryfmik,Volger66082047
Boris31209746,mariabauwens
Boris31209746,ShashiRoopram
Hvbt36Henny,B_renda
valk90,ADnl
valk90,Freddy19831306
marcelzegtniets,Bariant79
DingesZegt,HartvNL
IckxsI,kozwartepiet
IckxsI,TheRebelThePoet
MolenaarAnnet,ShashiRoopram
ZatharoZ,fabel31577
MolenaarAnnet,jesseklaver
Freddy19831306,ADnl
jp_dutch,telegraaf
DamPepijn,HartvNL
Grgn66885995,jasonwalters85
willyweethet,kozwartepiet
TanteTonie2,fabel31577
TanteTonie2,kozwartepiet
Wolfman65079928,HartvNL
MolenaarAnnet,Martje_1967
MolenaarAnnet,AnnemarieGelder
MolenaarAnnet,JumboSupermarkt
MolenaarAnnet,PLUS_Nieuws
MolenaarAnnet,albertheijn
tondelange2,fiebontekoe
Son_Ingvaeones,FvdMosselaar
opponentrene,Doorbraakeu
opponentrene,kozwartepiet
vettehenk64,Catty1316
vettehenk64,ZilteBotte
opponentrene,Doorbraakeu
opponentrene,kozwartepiet
gerard_catsburg,AnnemarieGelder
fiebontekoe,tondelange2
tondelange2,fiebontekoe
remi111,LavieJanRoos
Marlon_93_D,NickBlunt10
Marlon_93_D,MaxMoos9
NickBlunt10,Jelle_Rechtdoor
NickBlunt10,ADnl
KoosdeVries18,TheRebelThePoet
politicologica,AnnemarieGelder
Gerard1945X,1970_R_Mat
Ius_peter,erikpjverweij
Bassie29117746,p_joger
Bassie29117746,kozwartepiet
Bassie29117746,TheRebelThePoet
remi111,jndkgrf
Kosmik_nl,PMoonlady
Kosmik_nl,anoushanzume
Kosmik_nl,kozwartepiet
Marlon_93_D,MaxMoos9
Bartus_Jan,ADnl
Bartus_Jan,kozwartepiet
Bartus_Jan,DeStefVolendam
Stevenotus,T888T77
Stevenotus,HartvNL
1970_R_Mat,DenKozp
GijsbertSmit,LauraBromet
Tijluilenspieg2,kozwartepiet
vis_mariska,dewlanna
maartenbakkerch,ADnl
lunatemetic,AnnemarieGelder
Bij88941056,RealRayHeijder
remi111,geertwilderspvv
Bij88941056,JoostNiemoller
Jelle_Rechtdoor,ADnl
mattijs_d04,matureflesh
mattijs_d04,mastie123
mattijs_d04,spaarlamp
mattijs_d04,SimplyJdre
mattijs_d04,sas_pvv_
Bij88941056,ADnl
broodjebal31,KoosdeVries18
broodjebal31,TwoDutchGamers
LLau71,wepromiseto
LLau71,volendamfotos
LLau71,Doorbraakeu
Bij88941056,friesianmanes
zihtoneek,kozwartepiet
SintSonja,erikpjverweij
SintSonja,ShashiRoopram
WillemLoon,peggybvd
ClaudeLabrouste,JoostNiemoller
JJachthuizen,p_joger
JJachthuizen,kozwartepiet
JJachthuizen,TheRebelThePoet
JJachthuizen,SylvanaBIJ1
JJachthuizen,TheRebelThePoet
zPJZfkRBZj3qXxj,kozwartepiet
nl_rampage,Son_Ingvaeones
nl_rampage,geertwilderspvv
George36594314,SylvanaBIJ1
WillemLoon,AnnemarieGelder
JJachthuizen,kozwartepiet
nl_rampage,Son_Ingvaeones
nl_rampage,geertwilderspvv
Apeldoornerr,FeyeNody
Apeldoornerr,TheRebelThePoet
ddaa49,Doorbraakeu
ddaa49,kozwartepiet
longtallbaldy,MarjanChristian
longtallbaldy,D66
longtallbaldy,VVD
longtallbaldy,kozwartepiet
wepromiseto,LLau71
wepromiseto,volendamfotos
wepromiseto,Doorbraakeu
Son_Ingvaeones,nl_rampage
Son_Ingvaeones,geertwilderspvv
MajorTacet,JoostNiemoller
machiel00004763,miekske61
MajorTacet,jesseklaver
1eSolutionAgent,jesseklaver
ggvanloon,DylanDane6
Vosskke,geertwilderspvv
nietvolgbaar,Omar020a
nietvolgbaar,nl_opinion
nietvolgbaar,8cijfers
nietvolgbaar,CarelCaramba
nietvolgbaar,frankvdlinde
Arendheim,volendam
GKaasboer,brechtjedeleij
GKaasboer,ShashiRoopram
nl_rampage,Son_Ingvaeones
nl_rampage,geertwilderspvv
_kattebelletje,terpstra_arnold
_kattebelletje,Eliesje3
MajorTacet,rkemp59
nl_rampage,JVanDijk11
nl_rampage,MscBurger
nl_rampage,geertwilderspvv
UKempenaer,ADnl
ReneSingels,miekske61
clebox,AnnemarieGelder
WitdeBerna,BobMaasNL
JJachthuizen,p0lic0rrupt
JJachthuizen,HenryJP5
JJachthuizen,kozp
HanSchilder,DebunkerDutch
HanSchilder,antikris__
HanSchilder,FeyeNody
HanSchilder,TheRebelThePoet
_kattebelletje,terpstra_arnold
_kattebelletje,Eliesje3
MajorTacet,jesseklaver
Ruudwalberg10,DeStefVolendam
Johngoldwing1,TheRebelThePoet
PeterVogel3,erikpjverweij
GVDB58520186,fiebontekoe
GVDB58520186,Rick_Enschede
keiNN94142771,TheRebelThePoet
jvjaap,erikpjverweij
jvjaap,ShashiRoopram
Jan36542137,erikpjverweij
Jan36542137,Alex_Jacob5
Jan36542137,merelpontier
Tweiduuster,jalfstra
Tweiduuster,telegraaf
fiebontekoe,GVDB58520186
fiebontekoe,Rick_Enschede
Johnnyheijden12,JAEGerritsen
Johnnyheijden12,kozp
ZatharoZ,MayaPapaya____
ZatharoZ,JMHBos
ZatharoZ,PatriciaFoort
fiebontekoe,Rick_Enschede
fiebontekoe,GVDB58520186
centrenieuws,SylvanaBIJ1
Hans932885211,JoostNiemoller
JAEGerritsen,Johnnyheijden12
JAEGerritsen,kozp
EddyC4444,TheRebelThePoet
EddyC4444,PolitiekBIJ1
Doorbraakeu,kozwartepiet
vogelbart1,lientje1967
vogelbart1,SylvanaBIJ1
sjimmygoldstein,Ihaveadreammlk2
sjimmygoldstein,maria_vansant
sjimmygoldstein,MyHerbFoods
_kattebelletje,terpstra_arnold
_kattebelletje,Eliesje3
theowar,HartvNL
theowar,Rechtsevleugel
FannyVermeulen2,AnnemarieGelder
revako11,vester71
Bronski12622729,SylvanaBIJ1
BerghRobvd,GroenEnRood
BerghRobvd,kozwartepiet
BerghRobvd,StemopeenVrouw
BerghRobvd,GroenEnRood
TheDutchTommyD1,Cor10792734
TheDutchTommyD1,dknergin
Johnnyheijden12,JAEGerritsen
Hans_ten_Wolde,TJOfficial_
Volendam2021,WestlandCrypto
Volendam2021,kozwartepiet
NickBlunt10,erikpjverweij
NickBlunt10,SvensTweet
Esme010,kozwartepiet
BTeB15,jesseklaver
Theo29339137,jesseklaver
Pggnbch,AnnemarieGelder
VincentEttinger,SylvanaBIJ1
rereneetje,PuckyR
Catwalkster,JoostNiemoller
Catwalkster,thierrybaudet
JAEGerritsen,Johnnyheijden12
BayerKoch,kozp
BayerKoch,2G
BayerKoch,DEFTweedeKamer
BayerKoch,2eKamertweets
CsEmma1503,VVD
CsEmma1503,JA21
wimvanmierlo,AnnemarieGelder
AviationYes,DeMariekeK
AviationYes,jesseklaver
AviationYes,LiekeSievers
Johnnyheijden12,Marlon1906Cu
Johnnyheijden12,LambertvHaus
Johnnyheijden12,TheRebelThePoet
louloeber,TheRebelThePoet
ArnoLantman,pwrdbyanthony
ArnoLantman,torfsrik
MERuijtenberg,Tevers47
remkob131,Jarno133
Classy0943,AnnemarieGelder
FritstenHove,mevrouw_Judith
FritstenHove,Mirjam152
FritstenHove,Alex_loves_XRP
CasabLuciano,NHNieuws
CasabLuciano,AT5
CasabLuciano,NPOpolitiek
CasabLuciano,FunX
CasabLuciano,FunX_Media
CasabLuciano,PeterMasserino
CasabLuciano,ZwartePietNiet
LLau71,wepromiseto
LLau71,volendamfotos
LLau71,Doorbraakeu
loosknijn,FrontaalNaakt
Nienuh76,TheRebelThePoet
wappiehoekje,wonderdokter
wappiehoekje,kc231070
KaatvdK,JoostNiemoller
VeenstraBea,Zezunja
VeenstraBea,ashatenbroeke
VeenstraBea,suzi_1960
Nilliz81,Lottevandelind1
Nilliz81,elsmichielsen
Nilliz81,rallyjef2
AnoMientje02,seadanourhussen
AnoMientje02,kozwartepiet
AnoMientje02,Politie
PTeazer52,JoostNiemoller
bwgveer,peggybvd
bwgveer,wateenfeesthier
LLau71,HendrikMarsman
LLau71,xbmcnederland
LLau71,Doorbraakeu
evabesnyo,AnnemarieGelder
Johanne62422303,miekske61
ChristusTePert,fiebontekoe
karinasays,parool
toetsenbordrid2,peggybvd
PTeazer52,ADnl
ArieDorHout70,Jarno133
ArieDorHout70,MarjavanCaem
rjv50,EinsteinBarbie
RickNL2,SjaakieEkdom
daily_research,SurveyCircle
RvRavenstijn,AnnemarieGelder
RvRavenstijn,marcvdhoogen
hanenkop,erikpjverweij
Vidi_Jop,SanderSchimmelp
Vidi_Jop,Denkjewel
Tijnpetje,JoostNiemoller
ja_ist,BoswachterEdJ
Jacob12640507,kozwartepiet
DreStyle89,geertwilderspvv
Carla31243137,Orangeazahar
Carla31243137,defret42
Richardd1983,HartvNL
ds_Ernst,RemmeltMeijer
ds_Ernst,akkertje
PRh96075146,AnnemarieGelder
ErikZeikstra,GroenEnRood
ErikZeikstra,kozwartepiet
ErikZeikstra,StemopeenVrouw
Gert24570915,ADnl
RechtseTokkie,AnnemarieGelder
RechtseTokkie,ADnl
Tijnpetje,NickDoevendans
Tijnpetje,erikpjverweij
Tijnpetje,ShashiRoopram
HenriVerhees,quincyj2k
HenriVerhees,badineur
HenriVerhees,erikpjverweij
CDoncorleone,ADnl
baldsarcasm,erikpjverweij
Gettunoiu,pvanheel
Gettunoiu,SanderSchimmelp
LambertvHaus,Marlon1906Cu
LambertvHaus,Johnnyheijden12
LambertvHaus,TheRebelThePoet
sinnetolsma,DevliegerErik
THIEGHO9,Supercemal
THIEGHO9,jessehoefnagels
THIEGHO9,StennisDennis
LieFieke,ADnl
MrDucati1,vester71
Gettunoiu,FrankBartels19
Gettunoiu,SanderSchimmelp
Gettunoiu,Denkjewel
WokeVanHipstra,esthervalent
WokeVanHipstra,PatriciaFoort
WokeVanHipstra,SplashyFlip
WokeVanHipstra,IngridJijbakker
henkrenst,peggybvd
nietvolgbaar,JoostNiemoller
Wouter27,erikpjverweij
Wouter27,frankvdlinde
JVanDijk11,MscBurger
JVanDijk11,geertwilderspvv
jalfstra,telegraaf
NiclausU,pilavluv
NiclausU,NHNieuws
RTHC_home,SylvanaBIJ1
Stiefloeder1,GVDB58520186
Stiefloeder1,fiebontekoe
MscBurger,geertwilderspvv
jake_laramie,margriet49
jake_laramie,HartvNL
jake_laramie,Wilhelmina2024
Rick_Enschede,TheRebelThePoet
Eaglehaslanded0,SPOTTER010NL
Eaglehaslanded0,ADnl
StormjagersNL,JPHN570103
Me81238147Me,Telegraaf
Jimmy_F_Kegel,kozwartepiet
Bloemkleur,moeva18
Bloemkleur,Politie
arnoyuma,KOZP
frankgrauzone,AadBrinkman
pilavluv,NiclausU
pilavluv,NHNieuws
19joker67,SlaapkamerA
gijsnus,moeva18
gijsnus,Politie
bertduss,vester71
_Pietje_Bell,jesseklaver
Younowhat5,JoostNiemoller
TransTexan,jesseklaver
azijnzijker,erikpjverweij
noworrienow1970,Telegraaf
bosatlas2000,JoostNiemoller
